text,label
"A reported .04 percent death rate for COVID-19 is inaccurate, and a death rate cannot be calculated by dividing the number of deaths by a country's population size.",1
"For Teens, The Depression Test",1
"California residents support soda tax to fight obesity, health study shows.",0
“It’s actually the safest time to fly.”,1
"""In response to a """"no one should live in a closet"""" tattoo tweet, JK Rowling responded, """"Yes they should.""",1
Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,0
Lincoln council adds e-cigarettes to ban on indoor smoking.,0
"Denver, Los Angeles airport measles cases connected.",0
A meme accurately compares police training and police killings in the United States and three Nordic countries.,1
New eye test detects earliest signs of glaucoma,1
Donald Trump's jet private carried a critically ill 3-year-old Jewish boy from California to New York for medical treatment.,0
Explainer: Do men fare worse with COVID-19?.,0
Working out in the early hours.,0
The modern image of Santa Claus was created by the Coca-Cola Company.,1
Giving your dog ice or ice water on a hot day is likely to cause your pet to die from bloating and spasms.,1
"Defying stigma, survivors join the Ebola fight in West Africa.",0
A dying child was made an honorary fireman by the Phoenix Fire Department. ,0
Exercise reduces fat in livers of diabetics: study.,0
Striking' Results from Early Zika Vaccine Trial,1
GSK recalls popular heartburn drug Zantac globally after cancer scare.,0
"There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.",1
The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.,1
IU researchers find magnesium intake may be beneficial in preventing pancreatic cancer,1
"Global obesity rising faster in rural areas than cities, study finds.",0
A U.S. surgeon who exposed “Clinton Foundation corruption in Haiti” was found dead in his home under suspicious circumstances.,1
Biosynthetic Corneas Show Promise in Transplants,0
UK government launches plan to curb air pollution.,0
Abbreviated breast MRI may be additional screening option for dense breasts,1
New Test for Brain Injury on Horizon,1
Study finds mammograms offer modest benefit,1
Texas is about to legalize marijuana for medicinal and recreational use.,1
UK online carer-patient matchmaker HomeTouch expands nationwide.,0
MTV launches ‘Save Our Moms’ campaign to combat mortality.,0
"Bernie Sanders was forced to endorse Hillary Clinton under DNC rules, but can go on to win a contested convention like FDR (who also endorsed his opponent before winning).",1
Deciphering the Results of a Prostate Test,1
Probe sought in Trump administration’s ouster of scientist.,0
"On July 7 2020, new cases of coronavirus numbered 298 in Germany, 10 in Denmark, 11 in Norway, 57 in Sweden, and 55,442 in the United States.",1
A photograph shows a railroad tank car identified as carrying 'COVID-19.',1
"UK cancels order for simple ventilators, needs more complex ones: source.",0
""" During the 1987 Iran-Contra hearings, Oliver North warned Congress that Osama bin Laden was """"the most evil person alive"""" and that """"an assassin team [should] be formed to eliminate him and his men from the face of the earth.""",1
Egyptian masseur plays with fire to ease muscle pain.,0
Drug may work in melanoma tumors in brain,1
Replacing Recalled Heart Devices a Risk,0
"In run-down Caracas institute, Venezuela's coronavirus testing falters.",0
"More than 7,000 Americans lost their lives to climate change-fueled events last year.",1
Officials report high number of ticks carrying Lyme disease.,0
"Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",1
"Studying Acupuncture, One Needle Prick at a Time",1
Mental Activity Seen in a Brain Gravely Injured,0
"Cocktails are a wholly American invention, popularized by Prohibition.",1
"Study: Safe to transplant hepatitis C-infected hearts, lungs.",0
Illinois “got into fiscal problems because of a Republican governor who was governor there” before Gov. J.B. Pritzker.,1
"Banana Boat brand sunscreen is causing severe burns, particularly on toddlers and young children.",1
"""Political activists are """"being paid"""" to protest members of Congress.""",1
Passion for vodka kills Russian men in their thousands.,0
"Full marriage equality [would provide same-sex couples] with about 1,700 rights.",1
KETAMINE SHOWS PROMISE AS TREATMENT FOR ADOLESCENTS WITH DEPRESSION,1
Europeans are world's heaviest drinkers: WHO report.,0
A cuckolded husband presented his wife with the head of her lover.,0
"Eleven dead, 300 treated after drinking coconut wine in Philippines.",0
Farmers use tech to squeeze every drop from Colorado River.,0
"""Nancy Gavin penned a real-life story of a """"man who hated Christmas"""" and the significance of a """"little white envelope"""" for their family.""",1
"I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.",1
Plasma from newly recovered patients from Covid -19 can treat others infected by Covid-19.,0
Glaxo antibody drug combats rare blood disorder.,0
President Donald Trump “put a hold on ALL EVICTIONS through December.”,1
Early study results suggest 2 Ebola treatments saving lives.,0
"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",1
A.A. Milne created the animal characters in 'Winnie-the-Pooh' to represent various mental disorders.,1
Former NBA superstar Michael Jordan has died in his sleep of a heart attack.,1
"Britain to hold inquiry into contaminated blood scandal which killed 2,400.",0
"For years now, we have spent more money than we have taken in.",1
The U.S. Army secretly feeds new recruits saltpeter in order to suppress their sexual urges.,1
Scientists fault UK’s pandemic strategy as deaths rise.,0
"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''",0
"""Scott Walker Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result """"the deer population has dwindled.""",1
Glaucoma Drug-Dispensing Eye Insert Shows Promise as New Option for Patients Struggling to Take Daily Prescription Eye Drops,0
How Well Does the Newly Approved Weight-Loss 'Balloon' Work? Expert notes it will probably only be effective for short-term weight loss,0
Low-dose lithium reduces side effects from most common treatment for Parkinson's disease,1
A company is developing a lab-grown chicken nugget made from feathers. ,1
Niger says cholera epidemic has killed at least 68 people.,0
John Mayer launches foundation focused on veterans.,0
Bill Gates' foundation puts money on solar-powered toilet.,0
Georgia GOP Sen. Isakson to retire over health issues.,0
Large international study links blood vitamin D levels to colorectal cancer risk,0
"In 2012, you were discussing how you led the effort to defund breast cancer screenings at Planned Parenthood.",0
"In response to a question in a July 2020 CNN interview about what would happen if a COVID-19 outbreak occurred in schools, U.S. Education Secretary Betsy DeVos said, “You can’t plan for something that hasn’t happened yet.”",1
A photograph shows rosaries confiscated from border detainees.,1
Researchers find bone density scans can also help identify cardiovascular disease,1
USC medical school official feared dean was ‘doing drugs’.,0
"""A North Carolina provider of mental health services is named """"Nutz R Us.""",0
We were told there would never be a case of Ebola in the United States.,1
"Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",1
A common cold can cause a positive COVID-19 test.,1
"""In July 2017, President Trump dispatched federal investigators to the hamlet of Islamberg, New York, where they uncovered """"America's worst nightmare"""".""",1
“You’re more likely to die of influenza right now” than the 2019 coronavirus.,1
Less common flu strain helps boost number of Virginia cases.,0
Triumph for Drug to Straighten Clenched Fingers,0
